,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
1500,True,True,True,False,True,,True,,False,True,,,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['adoption', 'conference_swag', 'negotiations', 'book_club', 'extracurricular_activities', 'game_night', 'business_meeting', 'massage_therapist']"
1501,True,,,True,True,False,,True,True,,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['spilled_milk', 'family_reunion', 'sports_team', 'conference_swag', 'massage_therapist', 'extracurricular_activities', 'hackday', 'adoption']"
1502,,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['sports_team', 'massage_therapist', 'extracurricular_activities', 'spilled_milk', 'hackday', 'family_reunion', 'game_night', 'business_meeting']"
1503,True,,True,True,False,True,False,,,True,True,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['adoption', 'family_reunion', 'game_night', 'spilled_milk', 'business_meeting', 'conference_swag', 'extracurricular_activities', 'negotiations']"
1504,True,True,,False,,,True,True,True,False,,True,298.906992882,1357.858792951,,263.115481238,,,1230.347309481,730.262043688,534.420879093,533.719032627,,1146.165318913,rejected_at_logic_evaluation,6.0,True,"['conference_swag', 'massage_therapist', 'adoption', 'negotiations', 'book_club', 'hackday', 'sports_team', 'game_night']"
1505,True,True,True,,False,True,,True,False,False,,,,,,,,,,,,,,,accepted_invitation,5.0,True,"['book_club', 'negotiations', 'extracurricular_activities', 'massage_therapist', 'adoption', 'family_reunion', 'hackday', 'business_meeting']"
1506,True,False,,,,True,True,False,False,False,,False,187.684406783,168.923580642,,,,52.252946742,144.094893978,90.967922969,148.086537078,105.134934368,,143.556344794,rejected_at_initial_evaluation,3.0,False,"['adoption', 'massage_therapist', 'book_club', 'game_night', 'hackday', 'sports_team', 'negotiations', 'family_reunion']"
1507,True,,True,True,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'massage_therapist', 'family_reunion', 'sports_team', 'business_meeting', 'spilled_milk', 'game_night', 'adoption']"
1508,True,True,,,False,,,True,True,True,True,True,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['hackday', 'extracurricular_activities', 'negotiations', 'sports_team', 'spilled_milk', 'adoption', 'book_club', 'massage_therapist']"
1509,,True,,True,True,True,,True,True,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'conference_swag', 'extracurricular_activities', 'family_reunion', 'negotiations', 'book_club', 'spilled_milk', 'hackday']"
1510,True,,True,True,,True,True,True,,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'sports_team', 'family_reunion', 'conference_swag', 'game_night', 'spilled_milk', 'adoption', 'hackday']"
1511,,,False,,True,True,True,,False,True,False,False,,,144.450525649,,136.246025401,279.168276527,357.39352993,,236.93792197,203.050254207,110.389078183,312.173127641,rejected_at_initial_evaluation,4.0,False,"['business_meeting', 'game_night', 'spilled_milk', 'negotiations', 'family_reunion', 'sports_team', 'massage_therapist', 'extracurricular_activities']"
1512,,True,True,,True,True,True,True,False,,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['spilled_milk', 'massage_therapist', 'extracurricular_activities', 'hackday', 'family_reunion', 'book_club', 'business_meeting', 'game_night']"
1513,True,True,,True,,True,True,True,,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'hackday', 'family_reunion', 'game_night', 'sports_team', 'book_club', 'adoption', 'conference_swag']"
1514,,,,False,False,,True,True,True,True,False,False,,,,,,,,,,,,,needs_to_schedule_interview,4.0,False,"['negotiations', 'hackday', 'massage_therapist', 'conference_swag', 'spilled_milk', 'sports_team', 'game_night', 'extracurricular_activities']"
1515,True,,True,,True,,True,True,True,False,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'sports_team', 'adoption', 'game_night', 'business_meeting', 'extracurricular_activities', 'negotiations', 'hackday']"
1516,,True,,True,True,True,True,,True,,True,True,,,,,,,,,,,,,needs_rejected_at_interview_notification,8.0,True,"['conference_swag', 'game_night', 'spilled_milk', 'massage_therapist', 'sports_team', 'family_reunion', 'extracurricular_activities', 'book_club']"
1517,True,False,False,False,True,,,,False,False,False,,,,,,,,,,,,,,declined_invitation,2.0,False,"['business_meeting', 'spilled_milk', 'book_club', 'adoption', 'conference_swag', 'extracurricular_activities', 'negotiations', 'massage_therapist']"
1518,True,,True,,False,,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'hackday', 'massage_therapist', 'spilled_milk', 'adoption', 'negotiations', 'extracurricular_activities', 'business_meeting']"
1519,True,True,True,,True,True,True,,,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['negotiations', 'spilled_milk', 'extracurricular_activities', 'family_reunion', 'book_club', 'business_meeting', 'game_night', 'adoption']"
1520,True,True,True,False,,,False,True,True,,,True,,,,,,,,,,,,,accepted_invitation,6.0,True,"['massage_therapist', 'business_meeting', 'conference_swag', 'sports_team', 'adoption', 'book_club', 'hackday', 'game_night']"
1521,True,,,True,,True,True,True,True,,True,True,,,,,,,,,,,,,rejected_at_interview,8.0,True,"['adoption', 'sports_team', 'family_reunion', 'spilled_milk', 'hackday', 'conference_swag', 'massage_therapist', 'game_night']"
1522,True,,False,False,,True,True,,True,True,,True,393.24934683,,520.069847365,395.358844586,,1291.985806582,881.747180477,,873.663848122,571.892866329,,534.684691673,rejected_at_interview,6.0,True,"['conference_swag', 'family_reunion', 'massage_therapist', 'adoption', 'negotiations', 'business_meeting', 'game_night', 'sports_team']"
1523,,,True,,True,True,True,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'extracurricular_activities', 'game_night', 'business_meeting', 'hackday', 'sports_team', 'massage_therapist', 'family_reunion']"
1524,True,,True,True,True,True,True,,,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['adoption', 'negotiations', 'conference_swag', 'extracurricular_activities', 'family_reunion', 'game_night', 'spilled_milk', 'business_meeting']"
1525,True,False,True,True,True,,True,,True,,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['extracurricular_activities', 'book_club', 'spilled_milk', 'conference_swag', 'game_night', 'adoption', 'massage_therapist', 'business_meeting']"
1526,True,True,True,False,True,True,False,,,,,True,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['extracurricular_activities', 'family_reunion', 'sports_team', 'game_night', 'business_meeting', 'adoption', 'book_club', 'conference_swag']"
1527,,,True,False,False,,,True,True,True,False,True,,,,,,,,,,,,,accepted_invitation,5.0,True,"['negotiations', 'spilled_milk', 'business_meeting', 'hackday', 'massage_therapist', 'sports_team', 'extracurricular_activities', 'conference_swag']"
1528,True,True,,,True,True,False,True,,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'book_club', 'extracurricular_activities', 'hackday', 'adoption', 'family_reunion', 'game_night', 'negotiations']"
1529,True,,True,,True,True,,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'extracurricular_activities', 'spilled_milk', 'massage_therapist', 'negotiations', 'adoption', 'family_reunion', 'hackday']"
1530,True,,True,,,,True,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['adoption', 'business_meeting', 'sports_team', 'hackday', 'spilled_milk', 'negotiations', 'game_night', 'massage_therapist']"
1531,False,True,,,True,True,,True,False,,True,False,,,,,,,,,,,,,needs_to_schedule_interview,5.0,True,"['book_club', 'adoption', 'massage_therapist', 'family_reunion', 'sports_team', 'hackday', 'extracurricular_activities', 'spilled_milk']"
1532,,True,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['family_reunion', 'extracurricular_activities', 'book_club', 'massage_therapist', 'conference_swag', 'hackday', 'game_night', 'sports_team']"
1533,True,True,,True,True,True,True,,,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'book_club', 'game_night', 'spilled_milk', 'conference_swag', 'extracurricular_activities', 'negotiations', 'family_reunion']"
1534,True,True,True,,True,True,True,,True,True,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'family_reunion', 'adoption', 'extracurricular_activities', 'game_night', 'negotiations', 'massage_therapist', 'business_meeting']"
1535,True,,True,True,False,False,True,,True,True,,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['adoption', 'negotiations', 'extracurricular_activities', 'family_reunion', 'massage_therapist', 'conference_swag', 'game_night', 'business_meeting']"
1536,False,True,False,True,,False,True,,False,,False,,117.133969566,74.586084536,587.007738297,99.879396044,,53.807334863,59.689976674,,39.616667681,,20.793767599,,rejected_at_initial_evaluation,3.0,False,"['business_meeting', 'game_night', 'adoption', 'family_reunion', 'massage_therapist', 'conference_swag', 'book_club', 'spilled_milk']"
1537,,,True,True,True,True,,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'negotiations', 'extracurricular_activities', 'massage_therapist', 'family_reunion', 'conference_swag', 'hackday', 'spilled_milk']"
1538,True,True,True,,False,True,True,,True,,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'extracurricular_activities', 'family_reunion', 'massage_therapist', 'game_night', 'book_club', 'sports_team', 'business_meeting']"
1539,True,,True,,,,True,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['sports_team', 'game_night', 'negotiations', 'adoption', 'massage_therapist', 'hackday', 'spilled_milk', 'business_meeting']"
1540,True,,False,False,False,,,True,True,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['hackday', 'conference_swag', 'adoption', 'massage_therapist', 'business_meeting', 'extracurricular_activities', 'sports_team', 'spilled_milk']"
1541,,True,,True,,True,,True,True,True,True,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['spilled_milk', 'massage_therapist', 'family_reunion', 'book_club', 'conference_swag', 'hackday', 'sports_team', 'negotiations']"
1542,,True,True,,,True,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'spilled_milk', 'hackday', 'business_meeting', 'book_club', 'negotiations', 'family_reunion', 'game_night']"
1543,,True,True,,False,True,True,,True,True,,True,,400.637681068,188.693054789,,397.95397757,392.112067337,612.006134694,,308.236068883,243.115154247,,156.371008123,accepted_invitation,7.0,True,"['book_club', 'extracurricular_activities', 'family_reunion', 'sports_team', 'massage_therapist', 'game_night', 'business_meeting', 'negotiations']"
1544,True,,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'conference_swag', 'negotiations', 'family_reunion', 'hackday', 'adoption', 'massage_therapist', 'business_meeting']"
1545,,,False,,False,True,True,True,False,False,,True,,,,,,,,,,,,,accepted_invitation,4.0,False,"['hackday', 'game_night', 'sports_team', 'business_meeting', 'negotiations', 'extracurricular_activities', 'family_reunion', 'massage_therapist']"
1546,,,,True,False,False,True,True,True,True,True,,,,,,,,,,,,,,rejected_at_interview,6.0,True,"['game_night', 'family_reunion', 'hackday', 'spilled_milk', 'extracurricular_activities', 'conference_swag', 'negotiations', 'massage_therapist']"
1547,,False,False,False,,True,,False,False,True,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['family_reunion', 'hackday', 'spilled_milk', 'conference_swag', 'business_meeting', 'massage_therapist', 'negotiations', 'book_club']"
1548,False,,False,False,False,,,False,False,False,False,,35.889519649,,128.151873337,87.458333936,93.387250235,,,355.338708785,81.901096994,11.897028477,164.25864644,,rejected_at_initial_evaluation,0.0,False,"['business_meeting', 'adoption', 'extracurricular_activities', 'spilled_milk', 'massage_therapist', 'hackday', 'conference_swag', 'negotiations']"
1549,True,True,True,True,,True,False,,,True,False,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['spilled_milk', 'negotiations', 'business_meeting', 'conference_swag', 'book_club', 'family_reunion', 'game_night', 'adoption']"
1550,True,False,,False,,,False,,False,False,False,False,12.455148177,2.273188792,,3.235792299,,,3.081705999,,169.003443116,309.547716415,3.252344741,4.123454538,rejected_at_initial_evaluation,1.0,False,"['massage_therapist', 'adoption', 'negotiations', 'game_night', 'book_club', 'sports_team', 'spilled_milk', 'conference_swag']"
1551,False,,,False,False,True,False,False,,,False,True,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['extracurricular_activities', 'adoption', 'sports_team', 'family_reunion', 'spilled_milk', 'conference_swag', 'game_night', 'hackday']"
1552,True,,False,,True,,True,,True,True,True,False,,,,,,,,,,,,,needs_to_schedule_interview,6.0,True,"['business_meeting', 'massage_therapist', 'extracurricular_activities', 'game_night', 'sports_team', 'negotiations', 'adoption', 'spilled_milk']"
1553,,,False,True,False,,True,True,,True,False,False,,,,,,,,,,,,,rejected_at_interview,4.0,False,"['sports_team', 'game_night', 'spilled_milk', 'extracurricular_activities', 'hackday', 'conference_swag', 'negotiations', 'business_meeting']"
1554,True,True,True,False,False,,,True,,True,,True,211.040731464,569.170955684,300.060617707,316.588664244,300.152253917,,,231.419919666,,375.004876946,,269.112595067,accepted_invitation,6.0,True,"['hackday', 'negotiations', 'conference_swag', 'adoption', 'book_club', 'extracurricular_activities', 'sports_team', 'business_meeting']"
1555,,,False,,False,,False,False,True,False,True,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['negotiations', 'hackday', 'spilled_milk', 'massage_therapist', 'sports_team', 'business_meeting', 'game_night', 'extracurricular_activities']"
1556,,True,True,,True,,True,True,True,,True,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['extracurricular_activities', 'massage_therapist', 'spilled_milk', 'book_club', 'business_meeting', 'hackday', 'sports_team', 'game_night']"
1557,True,True,True,,,True,False,,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'business_meeting', 'sports_team', 'adoption', 'negotiations', 'family_reunion', 'book_club', 'massage_therapist']"
1558,,,True,,True,True,True,True,True,True,True,,,,,,,,,,,,,,declined_invitation,8.0,True,"['game_night', 'negotiations', 'business_meeting', 'family_reunion', 'spilled_milk', 'hackday', 'massage_therapist', 'extracurricular_activities']"
1559,True,True,True,True,,,True,True,True,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['sports_team', 'business_meeting', 'game_night', 'hackday', 'conference_swag', 'massage_therapist', 'adoption', 'book_club']"
1560,False,,False,True,False,,,True,,False,False,False,242.767061288,,147.469069647,115.230261317,241.159590774,,,363.269547429,,337.04514987,206.157153253,162.830654393,rejected_at_initial_evaluation,2.0,False,"['business_meeting', 'conference_swag', 'hackday', 'extracurricular_activities', 'adoption', 'negotiations', 'spilled_milk', 'sports_team']"
1561,True,True,True,,True,,,True,False,False,,True,505.523583172,431.024645765,479.528603576,,461.040836016,,,248.523527218,735.480306802,412.873598918,,951.292903534,needs_to_schedule_interview,6.0,True,"['adoption', 'business_meeting', 'sports_team', 'negotiations', 'hackday', 'massage_therapist', 'extracurricular_activities', 'book_club']"
1562,,True,True,,True,True,True,True,True,,,True,,393.47461798,255.531208333,,366.478355507,717.167785565,909.898432515,429.116515432,366.768490913,,,252.566329013,accepted_invitation,8.0,True,"['business_meeting', 'extracurricular_activities', 'hackday', 'massage_therapist', 'book_club', 'family_reunion', 'sports_team', 'game_night']"
